step,obs_mean_r,obs_mean_g,obs_mean_b,road_offset,action_steering,action_gas,action_brake,reward,cumulative_reward,terminated
210,120,152,92,0.0943,0.113,0.7671,0.0037,0.515,97.1113,False
211,115,143,95,0.1909,0.1295,0.7347,0.0,0.5208,97.6321,False
212,120,145,86,0.1344,0.1436,0.7527,0.0008,0.5541,98.1862,False
213,117,146,87,0.1442,0.073,0.8165,0.0,0.4726,98.6588,False
214,115,153,88,0.0776,0.1109,0.7586,0.0058,0.4838,99.1426,False
215,120,146,84,0.1909,0.2023,0.7719,0.0135,0.4636,99.6062,False
216,110,144,89,0.2188,0.078,0.8255,0.0,0.5083,100.1145,False
217,119,144,96,0.2007,0.0976,0.7979,0.0,0.5141,100.6286,False
218,117,142,92,0.2102,0.1973,0.7185,0.0,0.4609,101.0895,False
219,106,146,95,0.2395,0.2323,0.6767,0.0,0.3603,101.4498,False
220,114,142,90,0.2283,0.2897,0.6323,0.01,0.3446,101.7944,False
221,111,139,92,0.2822,0.1935,0.7649,0.0,0.3502,102.1446,False
222,112,149,87,0.2905,0.2542,0.7403,0.0,0.4388,102.5834,False
223,126,143,88,0.2951,0.2725,0.661,0.0,0.3976,102.981,False
224,120,151,86,0.2888,0.15,0.7251,0.0456,0.4756,103.4566,False
225,108,146,83,0.2732,0.1362,0.7277,0.0178,0.5337,103.9903,False
226,119,147,89,0.1766,0.1575,0.7408,0.0,0.4504,104.4407,False
227,118,145,93,0.3159,0.2337,0.8106,0.0173,0.5467,104.9874,False
228,109,143,93,0.3025,0.1866,0.73,0.0,0.4527,105.4401,False
229,113,135,93,0.309,0.242,0.7383,0.0,0.4934,105.9335,False
230,120,149,97,0.2644,0.2145,0.8003,0.012,0.5212,106.4547,False
231,109,137,78,0.3429,0.1525,0.7288,0.0,0.478,106.9327,False
232,118,134,82,0.3278,0.2249,0.7226,0.0,0.4086,107.3413,False
233,117,143,96,0.2664,0.0944,0.7755,0.0,0.5847,107.926,False
234,118,148,84,0.2599,0.0997,0.8529,0.0,0.5044,108.4304,False
235,108,131,89,0.3287,0.1908,0.7048,0.0,0.4452,108.8757,False
236,116,141,81,0.4211,0.3701,0.625,0.0043,0.363,109.2387,False
237,112,138,87,0.4344,0.3213,0.6937,0.0,0.4327,109.6714,False
238,120,147,90,0.2856,0.2164,0.6758,0.0,0.3917,110.0632,False
239,101,137,92,0.2815,0.1961,0.7461,0.0051,0.5407,110.6038,False
240,110,140,93,0.3374,0.2705,0.683,0.0249,0.4218,111.0256,False
241,106,135,84,0.3218,0.1413,0.7198,0.0198,0.4306,111.4563,False
242,115,137,95,0.3437,0.2702,0.7034,0.0,0.4177,111.8739,False
243,115,142,87,0.2582,0.302,0.6902,0.0,0.4297,112.3036,False
244,115,145,94,0.3477,0.1365,0.8151,0.0139,0.5601,112.8637,False
245,111,144,86,0.2334,0.1884,0.6419,0.011,0.297,113.1607,False
246,114,147,90,0.1725,0.081,0.8231,0.001,0.4259,113.5865,False
247,112,147,93,0.2088,0.163,0.7573,0.0,0.542,114.1286,False
248,124,134,89,0.3016,0.2728,0.705,0.0,0.4722,114.6008,False
249,115,134,86,0.2768,0.1832,0.7186,0.0,0.4192,115.02,False
250,114,147,82,0.3247,0.2184,0.699,0.0103,0.4371,115.4571,False
251,109,138,91,0.2519,0.2464,0.7024,0.0152,0.4351,115.8922,False
252,115,138,92,0.2587,0.119,0.7716,0.0,0.4468,116.339,False
253,114,139,91,0.2311,0.1581,0.7696,0.0,0.4534,116.7924,False
254,124,139,93,0.217,0.1825,0.7414,0.0092,0.487,117.2794,False
255,112,136,85,0.2785,0.2947,0.7192,0.0,0.4778,117.7572,False
256,103,140,86,0.252,0.3024,0.7084,0.0,0.4324,118.1896,False
257,120,142,94,0.1595,0.1352,0.7069,0.0081,0.4036,118.5932,False
258,114,131,94,0.3022,0.1362,0.7918,0.0145,0.4316,119.0248,False
259,114,141,97,0.2029,0.0233,0.8871,0.0142,0.5402,119.5649,False
260,107,135,90,0.3231,0.1951,0.7223,0.0346,0.4972,120.0621,False
261,117,137,100,0.2489,0.2169,0.7271,0.0192,0.3703,120.4324,False
262,116,138,79,0.2655,0.1221,0.7628,0.0,0.4866,120.919,False
263,119,139,89,0.3165,0.2397,0.6854,0.0277,0.3835,121.3024,False
264,111,138,87,0.1844,0.0496,0.8347,0.0281,0.5533,121.8557,False
265,111,146,92,0.1861,0.1953,0.7496,0.025,0.4915,122.3472,False
266,115,144,81,0.1736,0.1398,0.789,0.0086,0.5369,122.8841,False
267,121,155,85,0.2243,0.1263,0.8025,0.0,0.4683,123.3524,False
268,117,138,82,0.1699,0.1099,0.7945,0.0,0.6022,123.9546,False
269,116,149,96,0.203,0.1748,0.7408,0.0,0.4365,124.3911,False
270,124,140,93,0.2195,0.1238,0.7859,0.0,0.5916,124.9827,False
271,111,143,91,0.1834,0.1239,0.7455,0.002,0.4121,125.3948,False
272,122,149,91,0.2002,0.1661,0.7213,0.0,0.4057,125.8005,False
273,104,139,88,0.2145,0.2559,0.6364,0.012,0.3644,126.1649,False
274,124,153,86,0.227,0.1191,0.7619,0.003,0.4132,126.5781,False
275,114,137,86,0.2485,0.1659,0.7587,0.0058,0.4672,127.0453,False
276,105,146,92,0.2543,0.2007,0.7186,0.0268,0.4396,127.4849,False
277,111,142,87,0.218,0.1423,0.7904,0.0,0.4824,127.9673,False
278,122,142,91,0.1357,0.1337,0.7964,0.0,0.5336,128.5009,False
279,113,144,87,0.1809,0.039,0.8589,0.0,0.441,128.9419,False
280,118,146,93,0.1479,0.1556,0.7464,0.0142,0.4025,129.3444,False
281,113,140,95,0.2796,0.1976,0.7173,0.0,0.4116,129.756,False
282,112,138,92,0.2314,0.1304,0.7853,0.0118,0.5038,130.2598,False
283,110,143,85,0.262,0.1064,0.7951,0.0129,0.48,130.7398,False
284,110,147,86,0.3423,0.3154,0.7005,0.0,0.3704,131.1102,False
285,115,139,89,0.212,0.1496,0.8322,0.0073,0.6017,131.7119,False
286,116,150,89,0.1835,0.0577,0.7759,0.0022,0.528,132.2399,False
287,110,147,91,0.2464,0.2189,0.658,0.0235,0.3273,132.5672,False
288,122,148,92,0.174,0.1684,0.7451,0.0004,0.559,133.1262,False
289,117,142,89,0.1647,0.2171,0.6689,0.0,0.4181,133.5443,False
290,113,143,81,0.2457,0.1413,0.7747,0.0,0.4602,134.0045,False
291,113,146,93,0.2563,0.201,0.7197,0.0,0.4826,134.487,False
292,117,136,92,0.2682,0.2773,0.6977,0.0,0.4126,134.8997,False
293,118,146,90,0.2449,0.174,0.7936,0.0234,0.5757,135.4754,False
294,120,146,97,0.2711,0.2416,0.6945,0.0,0.4104,135.8858,False
295,116,141,94,0.2668,0.0499,0.7961,0.0,0.6203,136.5061,False
296,112,140,100,0.2153,0.0999,0.7868,0.0435,0.4723,136.9784,False
297,119,141,92,0.2151,0.0765,0.8719,0.0131,0.5729,137.5512,False
298,117,146,90,0.3033,0.2328,0.7984,0.0,0.5913,138.1425,False
299,114,147,86,0.3517,0.3179,0.6822,0.0378,0.3948,138.5374,False
300,115,149,84,0.3273,0.1705,0.7255,0.0,0.4633,139.0007,False
301,113,135,93,0.3758,0.2367,0.7421,0.0014,0.4493,139.4499,False
302,113,143,87,0.2521,0.2763,0.674,0.0251,0.4039,139.8538,False
303,109,136,86,0.4321,0.2786,0.6709,0.0011,0.3303,140.1841,False
304,123,140,88,0.3178,0.1808,0.7069,0.0107,0.3521,140.5362,False
305,123,134,87,0.3948,0.3407,0.6798,0.0,0.3531,140.8894,False
306,108,143,96,0.393,0.3433,0.7244,0.0091,0.3837,141.2731,False
307,114,136,96,0.2998,0.373,0.6598,0.0073,0.3716,141.6446,False
308,113,138,85,0.4027,0.295,0.6332,0.0,0.3407,141.9854,False
309,116,142,94,0.3154,0.1209,0.8309,0.0,0.5258,142.5112,False
310,109,132,94,0.3439,0.3073,0.6871,0.0045,0.2553,142.7665,False
311,105,139,86,0.4213,0.2595,0.6831,0.0,0.3879,143.1544,False
312,113,136,94,0.4039,0.3583,0.7033,0.0,0.3611,143.5155,False
313,112,142,90,0.3733,0.3023,0.6815,0.0009,0.387,143.9025,False
314,114,128,91,0.3129,0.1624,0.7441,0.0194,0.5178,144.4203,False
315,114,144,88,0.3146,0.1806,0.8221,0.0,0.5595,144.9798,False
316,113,137,82,0.3444,0.2353,0.6986,0.0,0.4677,145.4475,False
317,103,138,81,0.3856,0.3285,0.6691,0.0,0.3746,145.8221,False
318,119,147,92,0.3417,0.2853,0.7306,0.0125,0.4615,146.2836,False
319,118,129,90,0.3888,0.2124,0.7336,0.0,0.5281,146.8117,False
320,109,141,101,0.3569,0.3212,0.735,0.0,0.4436,147.2554,False
321,110,130,87,0.3944,0.304,0.7377,0.0,0.4488,147.7041,False
322,106,136,84,0.4583,0.3156,0.684,0.0208,0.3268,148.031,False
323,106,149,90,0.3059,0.2186,0.7183,0.0076,0.4273,148.4583,False
324,113,131,75,0.3992,0.2987,0.6718,0.0115,0.3684,148.8267,False
325,115,143,86,0.3284,0.186,0.8114,0.0273,0.6085,149.4352,False
326,117,139,92,0.3376,0.1525,0.8132,0.0048,0.6734,150.1085,False
327,113,143,94,0.3001,0.1622,0.7767,0.0,0.5328,150.6414,False
328,109,139,87,0.3617,0.2845,0.7536,0.0,0.5376,151.179,False
329,119,149,95,0.3572,0.2902,0.7397,0.018,0.4524,151.6314,False
330,114,140,93,0.3612,0.3478,0.6523,0.0019,0.3965,152.0279,False
331,110,138,88,0.3473,0.2427,0.7452,0.0,0.3986,152.4266,False
332,111,144,93,0.2365,0.2329,0.7659,0.0,0.4003,152.8269,False
333,108,138,90,0.2052,0.1561,0.6917,0.0048,0.4717,153.2986,False
334,111,131,93,0.2556,0.2108,0.6734,0.0,0.4116,153.7102,False
335,120,138,90,0.2421,0.0611,0.7554,0.0,0.5026,154.2127,False
336,116,139,91,0.2638,0.1218,0.8607,0.0119,0.5298,154.7425,False
337,120,148,89,0.2629,0.1848,0.7343,0.0282,0.4569,155.1994,False
338,110,146,92,0.2596,0.1831,0.7578,0.0001,0.5364,155.7358,False
339,116,149,80,0.2123,0.2592,0.7584,0.0099,0.3715,156.1073,False
340,123,135,82,0.1037,0.035,0.8332,0.0071,0.4866,156.5939,False
341,113,147,91,0.2225,0.2009,0.7179,0.0235,0.5247,157.1186,False
342,115,150,99,0.148,0.1739,0.7246,0.0,0.4059,157.5245,False
343,111,143,94,0.1607,0.1189,0.8229,0.0012,0.4759,158.0004,False
344,112,149,100,0.0947,0.0034,0.8587,0.0,0.5218,158.5222,False
345,110,136,92,0.1669,0.175,0.7593,0.0109,0.4194,158.9416,False
346,118,152,95,0.1704,0.1456,0.7782,0.0,0.5145,159.4562,False
347,117,143,92,0.1626,0.1221,0.7584,0.0298,0.4615,159.9177,False
